fold,seed,imagenet_dice,full_human_mae_dice,last2_dice,last4_dice,last6_dice,alpha_0p1_dice,pretrained_anchor_dice,cat_aware_dice,full_human_mae_minus_imagenet,last2_minus_imagenet,last4_minus_imagenet,last6_minus_imagenet,alpha_0p1_minus_imagenet,pretrained_anchor_minus_imagenet,cat_aware_minus_imagenet
0,0,0.8803132730336616,0.8689002648266545,0.8825408724387065,0.8809563823461746,0.8866607188537896,0.8814111672154341,0.8807802731615415,0.8824077431414387,-0.01141300820700708,0.002227599405044911,0.0006431093125129905,0.006347445820128028,0.0010978941817725296,0.00046700012787992407,0.00209447010777708
0,1,0.8831936877879096,0.864500275124546,0.8830391108098239,nan,nan,0.8833001683745827,nan,nan,-0.018693412663363662,-0.0001545769780857409,nan,nan,0.00010648058667306337,nan,nan
0,2,0.8762475042077892,0.8639764830455035,0.8805044899922448,nan,nan,0.8771657478755007,nan,nan,-0.012271021162285733,0.004256985784455658,nan,nan,0.000918243667711538,nan,nan
