task,method,method_display_name,fold,cat_seed,human_ssl_seed,transfer,best_epoch,balanced_accuracy,macro_f1,accuracy,loss,encoder_checkpoint,run_path,result_file
classification_binary,imagenet,ImageNet,0,0,,frozen,0,0.42045454545454547,0.39912917271407844,0.41304347826086957,0.7451910506124082,imagenet_pretrained,D:\_EUIJIN\Code\Feline_Transfer_Learning\runs\human_adaptation_frozen\classification_binary\imagenet\classification\vit_b16\frozen\fold_0\seed_0\balanced_softmax,D:\_EUIJIN\Code\Feline_Transfer_Learning\runs\human_adaptation_frozen\classification_binary\imagenet\classification\vit_b16\frozen\fold_0\seed_0\balanced_softmax\validation_metrics.json
